interaction_id,duration_sec,outcome,escalated_flag,resolved_flag,friction_level,next_steps,ai_memo_text,timestamp,customer_id,rep_id,subreason,aht_sec,aht_min,profanity_count,repeat_7d_flag,repeat_30d_flag,fcr_7d_flag,fcr_30d_flag,trust_score,profanity,subreason_std,outcome_std
NW-20251014-0000840,357,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-14T00:58:28] Interaction NW-20251014-0000840 | Cust=C0000001 | Rep=REP00137 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-14T00:58:28,C0000001,REP00137,Availability,357,5.95,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20251025-0015076,540,Resolved,0,1,0.4336,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-10-25T19:57:39] Interaction NW-20251025-0015076 | Cust=C0003852 | Rep=REP00102 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.434). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Applied billing correction workflow where eligible.; Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-10-25T19:57:39,C0003852,REP00102,Billing,540,9,0,0,0,1,1,73.49,0,Billing Dispute,Resolved
NW-20251213-0012459,742,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-13T05:51:31] Interaction NW-20251213-0012459 | Cust=C0003852 | Rep=REP00183 | Reason=Other: Open Internet/Net Neutrality | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Open Internet/Net Neutrality. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-13T05:51:31,C0003852,REP00183,Open Internet/Net Neutrality,742,12.37,0,0,0,1,1,67,0,Other: Open Internet/Net Neutrality,Pending-Monitor
NW-20251016-0007676,603,Escalated,1,0,0.3331,Created trouble ticket (NW-TKT-6035663); follow-up expected within 1-3 days; customer advised to restart device after updates.,"[2025-10-16T05:07:49] Interaction NW-20251016-0007676 | Cust=C0003853 | Rep=REP00107 | Reason=Coverage / Dropped Calls | Signals(tone=frustrated, friction=0.333). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; trouble ticket opened for network review. Trouble ticket created: NW-TKT-6035663. Actions: Guided device network refresh (restart/airplane mode).; Created trouble ticket with documented reproduction details.; Checked for known outages/maintenance impacting the customer area.; Verified account status and line provisioning (SIM/eSIM).. Next: Created trouble ticket (NW-TKT-6035663); follow-up expected within 1-3 days; customer advised to restart device after updates.",2025-10-16T05:07:49,C0003853,REP00107,Interference (including signal jammers),603,10.05,0,0,0,1,1,58.01,0,Coverage / Dropped Calls,Ticket-Created
NW-20251003-0010870,440,Resolved,0,1,0.5206,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-10-03T07:19:26] Interaction NW-20251003-0010870 | Cust=C0003854 | Rep=REP00042 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.521). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Reviewed bill line items and service charges.; Confirmed discount prerequisites (autopay/paperless).; Explained proration/plan change timing if applicable.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-10-03T07:19:26,C0003854,REP00042,Billing,440,7.33,0,0,0,1,1,69.57,0,Billing Dispute,Resolved
NW-20251123-0017714,617,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-23T20:20:20] Interaction NW-20251123-0017714 | Cust=C0003854 | Rep=REP00223 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Applied billing correction workflow where eligible.; Explained proration/plan change timing if applicable.; Reviewed bill line items and service charges.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-23T20:20:20,C0003854,REP00223,Billing,617,10.28,0,1,1,0,0,51,0,Billing Dispute,Pending-Monitor
NW-20251127-0001985,394,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-27T05:53:04] Interaction NW-20251127-0001985 | Cust=C0003854 | Rep=REP00093 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Advised blocking/reporting repeat offenders.; Explained number spoofing/scam call patterns.; Enabled scam call protection / call filtering settings.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-27T05:53:04,C0003854,REP00093,Telemarketing (including do not call and spoofing),394,6.57,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20260125-0018493,739,Resolved,0,1,0.4769,Issue resolved during call; customer advised to monitor and call back if symptoms recur.,"[2026-01-25T14:52:36] Interaction NW-20260125-0018493 | Cust=C0003854 | Rep=REP00046 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.477). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Confirmed discount prerequisites (autopay/paperless).; Reviewed bill line items and service charges.; Checked promo eligibility and effective dates.. Next: Issue resolved during call; customer advised to monitor and call back if symptoms recur.",2026-01-25T14:52:36,C0003854,REP00046,Billing,739,12.32,0,0,0,1,1,71.54,0,Billing Dispute,Resolved
NW-20260119-0013286,767,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-19T22:54:37] Interaction NW-20260119-0013286 | Cust=C0003855 | Rep=REP00223 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Verified account status and line provisioning (SIM/eSIM).; Guided device network refresh (restart/airplane mode).; Collected timestamps + locations for pattern documentation.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-19T22:54:37,C0003855,REP00223,Availability,767,12.78,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20251118-0002121,320,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-18T02:57:28] Interaction NW-20251118-0002121 | Cust=C0003856 | Rep=REP00064 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Enabled scam call protection / call filtering settings.; Explained number spoofing/scam call patterns.; Advised blocking/reporting repeat offenders.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-18T02:57:28,C0003856,REP00064,Robocalls,320,5.33,0,0,0,1,1,67,0,Scam Calls,Pending-Monitor
NW-20251227-0013865,374,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-27T20:59:48] Interaction NW-20251227-0013865 | Cust=C0003856 | Rep=REP00219 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Advised blocking/reporting repeat offenders.; Explained number spoofing/scam call patterns.; Enabled scam call protection / call filtering settings.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-27T20:59:48,C0003856,REP00219,Robocalls,374,6.23,0,0,0,1,1,67,0,Scam Calls,Pending-Monitor
NW-20251110-0004776,416,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-10T06:18:13] Interaction NW-20251110-0004776 | Cust=C0003859 | Rep=REP00138 | Reason=Other: Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Rural Call Completion. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-10T06:18:13,C0003859,REP00138,Rural Call Completion,416,6.93,0,0,0,1,1,67,0,Other: Rural Call Completion,Pending-Monitor
NW-20251219-0012877,411,Resolved,0,1,0.3955,Issue resolved during call; customer advised to monitor and call back if symptoms recur.,"[2025-12-19T20:30:13] Interaction NW-20251219-0012877 | Cust=C0003859 | Rep=REP00060 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.396). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Reviewed request and provided guidance.. Next: Issue resolved during call; customer advised to monitor and call back if symptoms recur.",2025-12-19T20:30:13,C0003859,REP00060,Equipment,411,6.85,0,0,0,1,1,75.2,0,Other: Equipment,Resolved
NW-20251027-0000127,576,Resolved,0,1,0.3774,Issue resolved during call; customer advised to monitor and call back if symptoms recur.,"[2025-10-27T16:48:38] Interaction NW-20251027-0000127 | Cust=C0003860 | Rep=REP00248 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.377). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Reviewed request and provided guidance.. Next: Issue resolved during call; customer advised to monitor and call back if symptoms recur.",2025-10-27T16:48:38,C0003860,REP00248,Equipment,576,9.6,0,0,0,1,1,76.02,0,Other: Equipment,Resolved
NW-20251014-0007085,430,Escalated,1,0,0.4693,Trouble ticket created (NW-TKT-4498881); monitor 24-72h; customer advised to note any additional timestamps/locations.,"[2025-10-14T19:26:09] Interaction NW-20251014-0007085 | Cust=C0003861 | Rep=REP00071 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.469). Customer reports dropped calls and inconsistent signal in primary location. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; trouble ticket opened for network review. Trouble ticket created: NW-TKT-4498881. Actions: Guided device network refresh (restart/airplane mode).; Verified account status and line provisioning (SIM/eSIM).; Collected timestamps + locations for pattern documentation.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Trouble ticket created (NW-TKT-4498881); monitor 24-72h; customer advised to note any additional timestamps/locations.",2025-10-14T19:26:09,C0003861,REP00071,Availability (including rural call completion),430,7.17,0,0,0,1,1,51.88,0,Rural Call Completion,Ticket-Created
NW-20251213-0002013,754,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-13T09:40:40] Interaction NW-20251213-0002013 | Cust=C0003861 | Rep=REP00014 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Guided device network refresh (restart/airplane mode).; Verified account status and line provisioning (SIM/eSIM).; Checked for known outages/maintenance impacting the customer area.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-13T09:40:40,C0003861,REP00014,Availability (including rural call completion),754,12.57,0,0,0,1,1,67,0,Rural Call Completion,Pending-Monitor
NW-20260113-0013359,504,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-13T10:01:14] Interaction NW-20260113-0013359 | Cust=C0003861 | Rep=REP00024 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-13T10:01:14,C0003861,REP00024,Equipment,504,8.4,0,0,0,1,1,67,0,Other: Equipment,Pending-Monitor
NW-20260212-0011256,528,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-02-12T19:33:03] Interaction NW-20260212-0011256 | Cust=C0003861 | Rep=REP00143 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Explained number spoofing/scam call patterns.; Advised blocking/reporting repeat offenders.; Reviewed caller ID / call protection settings on line.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-02-12T19:33:03,C0003861,REP00143,Telemarketing (including do not call and spoofing),528,8.8,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20251211-0009238,506,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-11T21:05:29] Interaction NW-20251211-0009238 | Cust=C0003862 | Rep=REP00033 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Confirmed discount prerequisites (autopay/paperless).; Reviewed bill line items and service charges.; Applied billing correction workflow where eligible.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-11T21:05:29,C0003862,REP00033,Billing,506,8.43,0,1,1,0,0,51,0,Billing Dispute,Pending-Monitor
NW-20251215-0012436,227,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-15T12:23:30] Interaction NW-20251215-0012436 | Cust=C0003862 | Rep=REP00155 | Reason=Coverage / Dropped Calls | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Guided device network refresh (restart/airplane mode).; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Checked for known outages/maintenance impacting the customer area.; Created trouble ticket with documented reproduction details.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-15T12:23:30,C0003862,REP00155,Interference,227,3.78,0,0,0,1,1,67,0,Coverage / Dropped Calls,Pending-Monitor
NW-20260113-0005118,468,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-13T19:31:29] Interaction NW-20260113-0005118 | Cust=C0003863 | Rep=REP00079 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.; Applied billing correction workflow where eligible.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-13T19:31:29,C0003863,REP00079,Billing,468,7.8,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251216-0010955,942,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-16T13:46:11] Interaction NW-20251216-0010955 | Cust=C0003864 | Rep=REP00003 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports dropped calls and inconsistent signal in primary location. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Created trouble ticket with documented reproduction details.; Collected timestamps + locations for pattern documentation.; Checked for known outages/maintenance impacting the customer area.; Guided device network refresh (restart/airplane mode).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-16T13:46:11,C0003864,REP00003,Availability,942,15.7,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20260108-0007619,673,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-08T16:37:50] Interaction NW-20260108-0007619 | Cust=C0003864 | Rep=REP00064 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Advised blocking/reporting repeat offenders.; Enabled scam call protection / call filtering settings.; Reviewed caller ID / call protection settings on line.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-08T16:37:50,C0003864,REP00064,Telemarketing (including do not call and spoofing),673,11.22,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20251102-0010216,530,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-02T00:14:34] Interaction NW-20251102-0010216 | Cust=C0003865 | Rep=REP00001 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Explained proration/plan change timing if applicable.; Applied billing correction workflow where eligible.; Confirmed discount prerequisites (autopay/paperless).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-02T00:14:34,C0003865,REP00001,Billing,530,8.83,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251222-0016319,497,Resolved,0,1,0.4973,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-12-22T04:56:51] Interaction NW-20251222-0016319 | Cust=C0003865 | Rep=REP00114 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.497). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Enabled scam call protection / call filtering settings.; Explained number spoofing/scam call patterns.; Advised blocking/reporting repeat offenders.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-12-22T04:56:51,C0003865,REP00114,Telemarketing (including do not call and spoofing),497,8.28,0,0,1,1,0,64.62,0,Number Spoofing,Resolved
NW-20260102-0012246,244,Escalated,1,0,0.35,Created trouble ticket (NW-TKT-4125636); follow-up expected within 1-3 days; customer advised to restart device after updates.,"[2026-01-02T07:52:20] Interaction NW-20260102-0012246 | Cust=C0003865 | Rep=REP00218 | Reason=Other: Number Portability (keeping your number if you change providers) | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Number Portability (keeping your number if you change providers). Customer notes issue has been ongoing and is frustrating. Issue not confirmed resolved; trouble ticket opened for follow-up. Trouble ticket created: NW-TKT-4125636. Actions: Reviewed request and provided guidance.. Next: Created trouble ticket (NW-TKT-4125636); follow-up expected within 1-3 days; customer advised to restart device after updates.",2026-01-02T07:52:20,C0003865,REP00218,Number Portability (keeping your number if you change providers),244,4.07,0,0,0,1,1,57.25,0,Other: Number Portability (keeping your number if you change providers),Ticket-Created
NW-20251006-0009815,317,Resolved,0,1,0.5411,Issue resolved during call; customer advised to monitor and call back if symptoms recur.,"[2025-10-06T09:13:23] Interaction NW-20251006-0009815 | Cust=C0003866 | Rep=REP00236 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.541). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Applied billing correction workflow where eligible.; Explained proration/plan change timing if applicable.; Confirmed discount prerequisites (autopay/paperless).. Next: Issue resolved during call; customer advised to monitor and call back if symptoms recur.",2025-10-06T09:13:23,C0003866,REP00236,Billing,317,5.28,0,0,0,1,1,68.65,0,Billing Dispute,Resolved
NW-20251202-0015768,522,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-02T11:48:12] Interaction NW-20251202-0015768 | Cust=C0003866 | Rep=REP00202 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports dropped calls and inconsistent signal in primary location. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Checked for known outages/maintenance impacting the customer area.; Created trouble ticket with documented reproduction details.; Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-02T11:48:12,C0003866,REP00202,Availability,522,8.7,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20260102-0012995,704,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-02T16:18:50] Interaction NW-20260102-0012995 | Cust=C0003866 | Rep=REP00239 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Explained number spoofing/scam call patterns.; Advised blocking/reporting repeat offenders.; Enabled scam call protection / call filtering settings.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-02T16:18:50,C0003866,REP00239,Robocalls,704,11.73,0,0,1,1,0,61,0,Scam Calls,Pending-Monitor
NW-20260110-0006333,515,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-10T12:46:02] Interaction NW-20260110-0006333 | Cust=C0003866 | Rep=REP00084 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Reviewed bill line items and service charges.; Confirmed discount prerequisites (autopay/paperless).; Checked promo eligibility and effective dates.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-10T12:46:02,C0003866,REP00084,Billing,515,8.58,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251023-0005778,700,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-23T12:29:06] Interaction NW-20251023-0005778 | Cust=C0003867 | Rep=REP00129 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Checked promo eligibility and effective dates.; Reviewed bill line items and service charges.; Explained proration/plan change timing if applicable.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-23T12:29:06,C0003867,REP00129,Billing,700,11.67,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20260102-0016784,406,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-02T21:46:52] Interaction NW-20260102-0016784 | Cust=C0003867 | Rep=REP00062 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-02T21:46:52,C0003867,REP00062,Equipment,406,6.77,0,0,0,1,1,67,0,Other: Equipment,Pending-Monitor
NW-20251105-0004961,876,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-05T09:18:01] Interaction NW-20251105-0004961 | Cust=C0003868 | Rep=REP00139 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports dropped calls and inconsistent signal in primary location. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Created trouble ticket with documented reproduction details.; Verified account status and line provisioning (SIM/eSIM).; Checked for known outages/maintenance impacting the customer area.; Guided device network refresh (restart/airplane mode).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-05T09:18:01,C0003868,REP00139,Availability (including rural call completion),876,14.6,0,0,1,1,0,61,0,Rural Call Completion,Pending-Monitor
NW-20251201-0007213,515,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-01T07:18:06] Interaction NW-20251201-0007213 | Cust=C0003868 | Rep=REP00212 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Explained proration/plan change timing if applicable.; Reviewed bill line items and service charges.; Checked promo eligibility and effective dates.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-01T07:18:06,C0003868,REP00212,Billing,515,8.58,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20260107-0001005,371,Resolved,0,1,0.4764,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2026-01-07T23:32:32] Interaction NW-20260107-0001005 | Cust=C0003868 | Rep=REP00049 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.476). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Created trouble ticket with documented reproduction details.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2026-01-07T23:32:32,C0003868,REP00049,Availability (including rural call completion),371,6.18,0,1,1,0,0,55.56,0,Rural Call Completion,Resolved
NW-20260108-0003875,284,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-08T15:19:59] Interaction NW-20260108-0003875 | Cust=C0003868 | Rep=REP00098 | Reason=Coverage / Dropped Calls | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Guided device network refresh (restart/airplane mode).; Verified account status and line provisioning (SIM/eSIM).; Checked for known outages/maintenance impacting the customer area.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-08T15:19:59,C0003868,REP00098,Interference,284,4.73,0,0,0,1,1,67,0,Coverage / Dropped Calls,Pending-Monitor
NW-20251213-0008603,257,Escalated,1,0,0.1998,Trouble ticket created (NW-TKT-5619188); monitor 24-72h; customer advised to note any additional timestamps/locations.,"[2025-12-13T09:55:00] Interaction NW-20251213-0008603 | Cust=C0003870 | Rep=REP00137 | Reason=Coverage / Dropped Calls | Signals(tone=calm, friction=0.2). Customer reports calls failing to connect and texts intermittently not sending. Service not confirmed restored; trouble ticket opened for network review. Trouble ticket created: NW-TKT-5619188. Actions: Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Verified account status and line provisioning (SIM/eSIM).. Next: Trouble ticket created (NW-TKT-5619188); monitor 24-72h; customer advised to note any additional timestamps/locations.",2025-12-13T09:55:00,C0003870,REP00137,Interference,257,4.28,0,1,1,0,0,48.01,0,Coverage / Dropped Calls,Ticket-Created
